id,link,house_name,address,price,area,length,width,price_per_square,bedroom,floor,toilet,house_type,furnishing_status,legal_status,priority_characteristics,living_size,direction,crawl_time
115469224,https://www.nhatot.com//mua-ban-nha-dat-quan-ninh-kieu-can-tho/115469224.htm,BÁN NHÀ LỘ Ô TÔ GIÁ RẺ TẠI HẼM 51 HỒ BÚN XÁNG,,"1,29 tỷ",33.5999 m²,8.6 m,4 m,"38,39 triệu/m²",2 phòng,,1 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,,2024-05-01 07:37:19
113962627,https://www.nhatot.com//mua-ban-dat-huyen-can-giuoc-long-an/113962627.htm,Đất Hẻm xe hơi Sổ Hồng Riêng,,1 tỷ,55 m²,,,"18,18 triệu/m²",,,,,,,Hẻm xe hơi,,,2024-05-01 07:37:19
107157777,https://www.nhatot.com//mua-ban-nha-dat-huyen-binh-chanh-tp-ho-chi-minh/107157777.htm,"Nhà Phố- Đường số 1, KDC Bình Hưng, Liền Kề Q8",,"22,22 tỷ",215 m²,,,"103,35 triệu/m²",2 phòng,1,1 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Tây,2024-05-01 07:37:20
115214576,https://www.nhatot.com//mua-ban-nha-dat-quan-12-tp-ho-chi-minh/115214576.htm,Nhà SHR 44m2 Đúc 1 lầu 3PN 1/ Ngắn 20m Lê Văn Khương Ngay Metro Q12,,"3,09 tỷ",44 m²,,,"70,23 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Nội thất cao cấp,Đã có sổ,,,,2024-05-01 07:37:21
115358094,https://www.nhatot.com//mua-ban-can-ho-chung-cu-quan-tan-phu-tp-ho-chi-minh/115358094.htm#px=SR-special_display_ad-[PO-17][PL-default],Căn hộ 63m2 tại khu Emerald dự án Celadon City giá ***,,"3,05 tỷ",63 m²,,,"48,41 triệu/m²",2 phòng,,,,,Hợp đồng đặt cọc,,,,2024-05-01 07:37:21
115358094,https://www.nhatot.com//mua-ban-can-ho-chung-cu-quan-tan-phu-tp-ho-chi-minh/115358094.htm#px=SR-special_display_ad-[PO-7][PL-default],Căn hộ 63m2 tại khu Emerald dự án Celadon City giá ***,,"3,05 tỷ",63 m²,,,"48,41 triệu/m²",2 phòng,,,,,Hợp đồng đặt cọc,,,,2024-05-01 07:37:53
103308918,https://www.nhatot.com//mua-ban-dat-quan-1-tp-ho-chi-minh/103308918.htm,Bán Khuôn Đất Đẹp 22x20 =410M2 MT Phan Ngữ P Đa Kao Q 1 Giá 88 Ty Tl,,88 tỷ,410 m²,20 m,22 m,"214,63 triệu/m²",,,,,,,,,,2024-05-01 07:37:55
109102353,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/109102353.htm,Bán nhà DT1169m2-30x48 HXH Hoàng Hoa Thám P7 Q.Bình Thạnh Giá 130 Tỷ,,130 tỷ,1114 m²,,,"116,7 triệu/m²",nhiều hơn 10 phòng,,,"Nhà ngõ, hẻm",,,"Nhà nở hậu,Hẻm xe hơi",,,2024-05-01 07:38:29
107238909,https://www.nhatot.com//sang-nhuong-van-phong-mat-bang-kinh-doanh-quan-1-tp-ho-chi-minh/107238909.htm,"Hiện Đang KDNH.MT Nguyễn Cư Trinh,P.Phạm Ngũ Lão,Q1 660M2 Giá 550Ty TL",,550 tỷ,660 m²,,,"833,33 triệu/m²",,,,,,,,,,2024-05-01 07:40:08
104838893,https://www.nhatot.com//mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/104838893.htm,"nhà HXH đỗ cửa Đường11 P.11 Gò Vấp 48m2,5PN,5 tỷ",,5 tỷ,48 m²,,,"104,17 triệu/m²",5 phòng,3,3 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,Đã có sổ,,,,2024-05-01 07:40:42
115505561,https://www.nhatot.com//mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/115505561.htm,"Bán MBKD Lô Góc 4 Tầng 4,4M×15 Quang Trung Hơn 6 Tỷ Gò Vấp",,"5,9999 tỷ",66 m²,13 m,5 m,"90,91 triệu/m²",4 phòng,,5 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,,2024-05-01 07:40:42
115091704,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/115091704.htm,Nhà phố cần,,"3,45 tỷ",70 m²,,,"49,29 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,Đông Nam,2024-05-01 07:40:42
115101972,https://www.nhatot.com//mua-ban-can-ho-chung-cu-thanh-pho-thu-duc-tp-ho-chi-minh/115101972.htm,GIÁ TỐT CĂN GÓC MT NGUYỄN DUY TRINH  CẦN BÁN CĂN HỘ  LA ASTORIA Q2,,"2,6 tỷ",67 m²,,,"38,81 triệu/m²",2 phòng,,2 phòng,,,Hợp đồng mua bán,,,,2024-05-01 07:41:14
115280238,https://www.nhatot.com//mua-ban-nha-dat-quan-dong-da-ha-noi/115280238.htm,"BÁN NHÀ TÂY SƠN 54 MÉT 5 TẦNG, LÔ GÓC, Ô TÔ, KINH DOANH 6.5 TỶ",,"6,5 tỷ",54 m²,,,"120,37 triệu/m²",4 phòng,5,4 phòng,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Đã có sổ,,,,2024-05-01 07:41:14
114807785,https://www.nhatot.com//mua-ban-dat-huyen-duc-hoa-long-an/114807785.htm,"Đất Nền Thổ Cư Đức Hòa, Gần Sân Golf Long An, LK VinGroup chỉ 860tr",,860 triệu,100 m²,20 m,5 m,"8,6 triệu/m²",,,,,,Đã có sổ,"Mặt tiền,Thổ cư toàn bộ",,,2024-05-01 07:41:14
104108080,https://www.nhatot.com//mua-ban-nha-dat-huyen-hoc-mon-tp-ho-chi-minh/104108080.htm,🏡🏡Mặt tiền đường nhựa 1/ cf thảo nguyên- ấp mỹ hoà,,"1,35 tỷ",25 m²,,,54 triệu/m²,2 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,3,,,,2024-05-01 07:41:14
113797368,https://www.nhatot.com//mua-ban-dat-huyen-dat-do-ba-ria-vung-tau/113797368.htm,(Phát Mại) lô đất 2.244m2 thỗ cư - Đất Đỏ - Bà Rịa Vũng Tàu,,"4,6 tỷ",2244 m²,,,"2,05 triệu/m²",,,,,,Đã có sổ,"Mặt tiền,Hẻm xe hơi",,,2024-05-01 07:41:16
115188184,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-thuan-an-binh-duong/115188184.htm,Nhà xây sẵn 1 trệt 2 lầu chỉ sách vali vào ở giá 3ty5 sổ hoàn công,,"3,5 tỷ",64 m²,,,"54,69 triệu/m²",3 phòng,3,,Nhà phố liền kề,,Đã có sổ,,,,2024-05-01 07:41:47
107460215,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/107460215.htm,"nhà mới hẻm ba gác Nguyễn Thiện Thuật P. 24,Bình Thạnh 36m2, 4 tỷ85",,"4,85 tỷ",36 m²,,,"134,72 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Đã có sổ,,,,2024-05-01 07:41:47
114984585,https://www.nhatot.com//mua-ban-nha-dat-huyen-binh-chanh-tp-ho-chi-minh/114984585.htm,Nhà mặt tiền Bình Chánh sổ hồng riêng,,650 triệu,100 m²,,,"6,5 triệu/m²",2 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Đông Nam,2024-05-01 07:41:48
115179881,https://www.nhatot.com//mua-ban-nha-dat-huyen-binh-chanh-tp-ho-chi-minh/115179881.htm,"nhà mặt tiền Bình Chánh, sổ hồng riêng",,650 triệu,100 m²,,,"6,5 triệu/m²",2 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Đông Nam,2024-05-01 07:41:48
114984584,https://www.nhatot.com//mua-ban-nha-dat-huyen-binh-chanh-tp-ho-chi-minh/114984584.htm,Nhà mặt tiền Bình Chánh sổ hồng riêng,,650 triệu,100 m²,,,"6,5 triệu/m²",2 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Đông Nam,2024-05-01 07:41:48
114898472,https://www.nhatot.com//mua-ban-dat-huyen-binh-chanh-tp-ho-chi-minh/114898472.htm,"CHÍNH CHỦ CẦN BÁN ĐẤT NỀN BIỆT THỰ 250M2 KDC An Phú Tây, Bình Chánh",,11 tỷ,250 m²,20 m,12.5 m,44 triệu/m²,,,,,,Đã có sổ,,,Đông Nam,2024-05-01 07:41:49
114918823,https://www.nhatot.com//mua-ban-dat-quan-bac-tu-liem-ha-noi/114918823.htm,Nhà 30M2 Ô TÔ đỗ cửa,,"4,5 tỷ",30 m²,6 m,5 m,150 triệu/m²,,,,,,Đã có sổ,,,,2024-05-01 07:41:49
106492892,https://www.nhatot.com//mua-ban-nha-dat-quan-ha-dong-ha-noi/106492892.htm#px=SR-special_display_ad-[PO-19][PL-default],"Bán nhà 3 tầng ô tô đỗ cửa mới xây nhỉnh 1,39 tỷ - Hà Đông",,"1,39 tỷ",31 m²,,,"44,84 triệu/m²",3 phòng,3,2 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Đông Nam,2024-05-01 07:42:20
114832413,https://www.nhatot.com//mua-ban-dat-thanh-pho-di-an-binh-duong/114832413.htm#px=SR-special_display_ad-[PO-20][PL-default],"Chính chủ bán đất 6.5mx38m gần chợ & UBND P.Bình An, Dĩ An, Bình Dương",,"4,93 tỷ",246.5 m²,38 m,6.5 m,20 triệu/m²,,,,,,Đã có sổ,"Hẻm xe hơi,Thổ cư 1 phần",,,2024-05-01 07:42:21
114832413,https://www.nhatot.com//mua-ban-dat-thanh-pho-di-an-binh-duong/114832413.htm#px=SR-special_display_ad-[PO-1][PL-default],"Chính chủ bán đất 6.5mx38m gần chợ & UBND P.Bình An, Dĩ An, Bình Dương",,"4,93 tỷ",246.5 m²,38 m,6.5 m,20 triệu/m²,,,,,,Đã có sổ,"Hẻm xe hơi,Thổ cư 1 phần",,,2024-05-01 07:42:21
114914210,https://www.nhatot.com//mua-ban-nha-dat-quan-7-tp-ho-chi-minh/114914210.htm,Nhà shr 2 tỷ nhĩnh cạnh Lotte Mart Quận 7 dtsd 48m2,,"2,38 tỷ",22 m²,,,"108,18 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",,Đã có sổ,,,,2024-05-01 07:42:21
114897884,https://www.nhatot.com//mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/114897884.htm,nhà đẹp.84m2,,"12,2 tỷ",84 m²,,,"145,24 triệu/m²",5 phòng,3,6 phòng,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,Đã có sổ,,,,2024-05-01 07:42:22
112735149,https://www.nhatot.com//mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/112735149.htm#px=SR-special_display_ad-[PO-7][PL-default],"Chính chủ cần bán nhà 2 mặt tiền hẻm, trục đg D3 cityland 100m2",,"13,5 tỷ",100.6996 m²,,,"134,06 triệu/m²",3 phòng,3,4 phòng,Nhà phố liền kề,Nội thất đầy đủ,Đã có sổ,,,,2024-05-01 07:42:23
115212617,https://www.nhatot.com//mua-ban-nha-dat-quan-11-tp-ho-chi-minh/115212617.htm,"ĐỊNH CƯ NÊN CẦN BÁN GẤP NHÀ ĐƯỜNG TUỆ TĨNH, Q11 - GIÁ 3,89TỶ / 72M2",,"3,89 tỷ",72 m²,,,"54,03 triệu/m²",3 phòng,2,4 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,Đã có sổ,,,,2024-05-01 07:42:55
111596797,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/111596797.htm,"Nhỉnh 4 Tỷ  36M2,2PN ,Hẻm Ba Gác Thông ,Trường Sa P. 15 Q. Bình Thạnh",,"4,3 tỷ",36 m²,,,"119,44 triệu/m²",2 phòng,2,3 phòng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Đã có sổ,,,,2024-05-01 07:42:55
115505519,https://www.nhatot.com//mua-ban-dat-huyen-loc-ninh-binh-phuoc/115505519.htm,Bán sỉ 30 nền 5x45tc100m2. Giá hơn 200tr,,230 triệu,225 m²,45 m,5 m,"1,02 triệu/m²",,,,,,Đã có sổ,,,Đông Nam,2024-05-01 07:42:55
114956926,https://www.nhatot.com//mua-ban-dat-thanh-pho-ba-ria-ba-ria-vung-tau/114956926.htm,"Đất chính chủ mặt tiền đưởng Hồ Thành Biên,Bà Rịa",,"3,8 tỷ",170 m²,17 m,10 m,"22,35 triệu/m²",,,,,,Đã có sổ,"Mặt tiền,Thổ cư toàn bộ",,,2024-05-01 07:42:56
114782930,https://www.nhatot.com//mua-ban-nha-dat-quan-tan-phu-tp-ho-chi-minh/114782930.htm,5 X 11 - 55M2 - VUÔNG VỨC - HXH SÁT MT - CHO THUÊ 8TR/RH - NGUYỄN SƠN,,"4,5 tỷ",55 m²,,,"81,82 triệu/m²",2 phòng,2,1 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,Đã có sổ,,,,2024-05-01 07:43:28
113045323,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/113045323.htm,"Chỉ 5 Tỷ9 , 87M2 ,Ngang hơn 5m ,3PN,Hẻm Ba Gác Trần Bình Trọng P. 5 BT",,"5,9 tỷ",87 m²,,,"67,82 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Nội thất đầy đủ,Đã có sổ,,,,2024-05-01 07:43:29
114549324,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-tan-an-long-an/114549324.htm,"Nhà MTKD, MBCT P.2 TP.Tân An Long An 580m2 Thổ cư SHR chỉ còn 17,9 tỷ",,"17,9 tỷ",579.9 m²,,,"30,87 triệu/m²",3 phòng,3,2 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Đông Nam,2024-05-01 07:43:29
115415028,https://www.nhatot.com//mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/115415028.htm#px=SR-special_display_ad-[PO-11][PL-default],"Nhà đất 35.4 m2, giá 5,2 tỉ (có thương lượng) - Ngọc Trục – Đại Mỗ",,"5,2 tỷ",35.4 m²,,,"146,89 triệu/m²",4 phòng,5,4 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,Đông Nam,2024-05-01 07:44:01
105917306,https://www.nhatot.com//mua-ban-nha-dat-quan-3-tp-ho-chi-minh/105917306.htm,BÁN NHÀ NGUYỄN THỊ MINH KHAI Q.3 CÁCH HXH 1 CĂN,,"4,5 tỷ",24 m²,4 m,7 m,"187,5 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",,,,,,2024-05-01 07:44:02
109756860,https://www.nhatot.com//mua-ban-nha-dat-quan-12-tp-ho-chi-minh/109756860.htm,GIẢM SÂU 500 TRIỆU BÁN GẤP - NHÀ MỚI 2 LẦU 4PN 3WC HXH VƯỜN LÀI,,"4,3 tỷ",64 m²,16 m,4 m,"67,19 triệu/m²",4 phòng,2,,"Nhà ngõ, hẻm",,,,,Đông,2024-05-01 07:44:02
115476474,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/115476474.htm,"Bán Nhà mới đẹp, Hẻm ba gác Đinh Tiên Hoàng P.3 BT 28m2, 3PN, 3 Tỷ85.",,"3,85 tỷ",28 m²,,,"137,5 triệu/m²",3 phòng,4,3 phòng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Đã có sổ,,,,2024-05-01 07:44:03
115505456,https://www.nhatot.com//mua-ban-nha-dat-huyen-binh-chanh-tp-ho-chi-minh/115505456.htm,NHÀ THIẾT KẾ ĐẸP CHỈ 800tr NHẬN NHÀ NGAY,,"2,1 tỷ",138 m²,,,"15,22 triệu/m²",3 phòng,1,3 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Tây Nam,2024-05-01 07:44:34
111192016,https://www.nhatot.com//mua-ban-nha-dat-quan-phu-nhuan-tp-ho-chi-minh/111192016.htm,Nhỉnh 2 Tỷ - 16M2 - Hẻm Ba Gác - Nguyễn Đình Chính P.15 Q. Phú Nhuận,,"2,65 tỷ",16 m²,,,"165,63 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Đã có sổ,,,,2024-05-01 07:44:34
115415028,https://www.nhatot.com//mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/115415028.htm#px=SR-special_display_ad-[PO-7][PL-default],"Nhà đất 35.4 m2, giá 5,2 tỉ (có thương lượng) - Ngọc Trục – Đại Mỗ",,"5,2 tỷ",35.4 m²,,,"146,89 triệu/m²",4 phòng,5,4 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,Đông Nam,2024-05-01 07:44:35
99939214,https://www.nhatot.com//mua-ban-can-ho-chung-cu-thanh-pho-thu-duc-tp-ho-chi-minh/99939214.htm,"Giỏ Hàng Ricca quận 9,căn1+1PN 57m2 giá 1tỷ 850 .2pn +2wc giá 2 tỷ 250",,"1,85 tỷ",57 m²,,,"32,46 triệu/m²",2 phòng,,1 phòng,,,,,,Tây Bắc,2024-05-01 07:44:36
115175614,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/115175614.htm,Giảm sốc 5 tỷ còn 27 tỷ.Biệt thự 2 mặt tiền view sông Hiệp Bình Chánh,,27 tỷ,368 m²,,,"73,37 triệu/m²",4 phòng,34,5 phòng,Nhà biệt thự,Nội thất cao cấp,Đã có sổ,,,,2024-05-01 07:45:08
110715119,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/110715119.htm,Nhỉnh 4 Tỷ 43M2 HXH Quay Đầu  Sát MT  Phan Văn Trị P. 11 Q.Bình Thạnh,,"4,2 tỷ",43 m²,,3.8 m,"97,67 triệu/m²",2 phòng,2,,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Đã có sổ,,,,2024-05-01 07:45:08
115505420,https://www.nhatot.com//mua-ban-nha-dat-huyen-binh-chanh-tp-ho-chi-minh/115505420.htm,SỔ NHÀ ĐẦY ĐỦ  Nhà ở+5 phòng trọ,,"5,2 tỷ",95 m²,,,"54,74 triệu/m²",6 phòng,2,6 phòng,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,Đã có sổ,,,,2024-05-01 07:45:10
114219051,https://www.nhatot.com//mua-ban-dat-huyen-dinh-quan-dong-nai/114219051.htm,"GẤP Bán lỗ 200tr lô đất ở ngay gần chợ, trường học La Ngà, đường ô tô",,690 triệu,200 m²,,,"3,45 triệu/m²",,,,,,Đã có sổ,"Mặt tiền,Hẻm xe hơi",,,2024-05-01 07:45:40
115505415,https://www.nhatot.com//mua-ban-nha-dat-quan-binh-thanh-tp-ho-chi-minh/115505415.htm,Cần bán nhà gấp,,2 tỷ,18 m²,,,"111,11 triệu/m²",1 phòng,1,1 phòng,"Nhà ngõ, hẻm",,Đã có sổ,,,Đông Nam,2024-05-01 07:45:41
114806166,https://www.nhatot.com//mua-ban-dat-huyen-duc-hoa-long-an/114806166.htm,CHÍNH CHỦ BÁN NỀN KDC TÂN ĐÔ( TÊN LỬA 2)GIÁ CẮT LỖ 400 TRIỆU .,,"1,3 tỷ",80 m²,16 m,5 m,"16,25 triệu/m²",,,,,,Đã có sổ,,,Tây Bắc,2024-05-01 07:45:42
110383888,https://www.nhatot.com//mua-ban-dat-quan-go-vap-tp-ho-chi-minh/110383888.htm,GIÁ ĐẦU TƯ LÔ ĐẤT 2 MẶT HẺM Ô TÔ ĐƯỜNG THỐNG NHẤT NGAY NHÀ THỜ TỬ ĐÌNH,,"4,5 tỷ",61 m²,15.5 m,4 m,"73,77 triệu/m²",,,,,,Đã có sổ,"Hẻm xe hơi,Nở hậu",,Tây Nam,2024-05-01 07:46:14
115505385,https://www.nhatot.com//mua-ban-nha-dat-quan-1-tp-ho-chi-minh/115505385.htm,Bán nhà 2 mặt tiền đường Trần Hưng Đạo Quận 1,,"13,7 tỷ",67 m²,15 m,5 m,"204,48 triệu/m²",4 phòng,3,,"Nhà ngõ, hẻm",,Đã có sổ,,,,2024-05-01 07:46:14
115505381,https://www.nhatot.com//mua-ban-nha-dat-thanh-pho-thu-duc-tp-ho-chi-minh/115505381.htm,"HOT ! BÁN ĐẤT TẶNG NHÀ CẤP 4 TP THỦ ĐỨC SÁT,NGUYỄN VĂN TĂNG DT:114m2",,"5,499 tỷ",114 m²,,,"48,24 triệu/m²",2 phòng,,,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,,2024-05-01 07:46:15
115476546,https://www.nhatot.com//mua-ban-dat-huyen-hoc-mon-tp-ho-chi-minh/115476546.htm,Bán đất thổ cư đường Đặng Thúc Vịnh,,"6,9 tỷ",437.5 m²,,,"15,77 triệu/m²",,,,,,Đã có sổ,Hẻm xe hơi,,,2024-05-01 07:46:48
115161476,https://www.nhatot.com//mua-ban-nha-dat-quan-7-tp-ho-chi-minh/115161476.htm,"Biệt Thự khu Kiều Đàm Q7 – 5x16m,trệt 3 lầu ô tô ngủ trong nhà.",,"12,9 tỷ",72 m²,,,"179,17 triệu/m²",4 phòng,4,6 phòng,"Nhà mặt phố, mặt tiền",,Đã có sổ,,,Đông Bắc,2024-05-01 07:46:48
115386788,https://www.nhatot.com//mua-ban-nha-dat-quan-go-vap-tp-ho-chi-minh/115386788.htm#px=SR-special_display_ad-[PO-10][PL-default],NHÀ NGỘP GÒ VẤP 40 PHÒNG DIỆN TÍCH 280M2 THANG MÁY 2 CÁI CHỈ 23.5 TỶ,,"23,5 tỷ",254 m²,,,"92,52 triệu/m²",nhiều hơn 10 phòng,6,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Nội thất cao cấp,Đã có sổ,,,,2024-05-01 07:46:50
114760735,https://www.nhatot.com//mua-ban-dat-huyen-ben-luc-long-an/114760735.htm,"CHÍNH CHỦ BÁN 2 LÔ ĐẤT X.LƯƠNG BÌNH, KCN HỮU THẠNH, THỊNH PHÁT 500m,",,"2,9 tỷ",1600 m²,115 m,14 m,"1,81 triệu/m²",,,,,,Đã có sổ,,,Đông,2024-05-01 07:46:51
114761315,https://www.nhatot.com//mua-ban-dat-huyen-ben-luc-long-an/114761315.htm,"CHÍNH CHỦ BÁN 2 LÔ ĐẤT CÁCH CHỢ LƯƠNG BÌNH 400m, KCN HỮU THẠNH 500m",,"2,9 tỷ",1600 m²,115 m,14 m,"1,81 triệu/m²",,,,,,Đã có sổ,,,Đông,2024-05-01 07:47:21
